stop_id,stop_name,lon,lat
U73Z2P,"Červený Vrch",14.352312,50.096821
U462Z2P,"Nádraží Veleslavín",14.346083,50.095722
U283Z2P,"Nad Džbánem",14.337201,50.094101
U868Z2P,"Vozovna Vokovice",14.331470,50.093163
U85Z2P,"Divoká Šárka",14.322720,50.092724
U1046Z2P,"Vlastina",14.316519,50.091217
U661Z2P,"Sídliště Na Dědině",14.309441,50.089649
U61Z2P,"Ciolkovského",14.306657,50.087879
U554Z2P,"Dědina",14.301223,50.089928
U67Z7P,"Čechovo náměstí",14.459037,50.068172
U453Z3P,"Nádraží Hostivař",14.536634,50.053307
U472Z1P,"Hostivařská",14.529498,50.052773
U403Z1P,"Na Groši",14.524025,50.052975
U596Z1P,"Obchodní centrum Hostivař",14.519171,50.053852
U670Z1P,"Sídliště Zahradní Město",14.512601,50.057289
U889Z1P,"Zahradní Město",14.505138,50.060780
U2781Z1P,"Nádraží Zahradní Město",14.504240,50.062298
U584Z1P,"Dubečská",14.501875,50.065495
U618Z1P,"Radošovická",14.496042,50.066940
U459Z1P,"Staré Strašnice",14.492631,50.068436
U599Z1P,"Na Hroudě",14.488700,50.070507
U46Z2P,"Brusnice",14.391259,50.093002
U531Z2P,"Pohořelec",14.388129,50.087898
U362Z2P,"Malovanka",14.381648,50.085529
U366Z2P,"Marjánka",14.375493,50.084538
U103Z2P,"Drinopol",14.371602,50.083969
U778Z2P,"U Kaštanu",14.362874,50.083679
U994Z2P,"Břevnovský klášter",14.358542,50.083202
U636Z2P,"Říčanova",14.352768,50.081326
U872Z2P,"Vypich",14.346678,50.079739
U610Z2P,"Obora Hvězda",14.340642,50.078106
U364Z2P,"Malý Břevnov",14.333612,50.076359
U31Z2P,"Bílá Hora",14.323386,50.075859
U31Z1P,"Bílá Hora",14.322789,50.075546
U364Z1P,"Malý Břevnov",14.331241,50.075909
U610Z1P,"Obora Hvězda",14.341566,50.078270
U872Z1P,"Vypich",14.347570,50.079842
U636Z1P,"Říčanova",14.353347,50.081448
U994Z1P,"Břevnovský klášter",14.359010,50.083179
U778Z1P,"U Kaštanu",14.363350,50.083626
U103Z1P,"Drinopol",14.370667,50.083908
U366Z1P,"Marjánka",14.375898,50.084538
U362Z1P,"Malovanka",14.382504,50.085594
U531Z1P,"Pohořelec",14.388266,50.087696
U46Z1P,"Brusnice",14.391733,50.092976
U599Z2P,"Na Hroudě",14.489271,50.070000
U459Z2P,"Staré Strašnice",14.493204,50.068001
U618Z2P,"Radošovická",14.496798,50.066639
U584Z2P,"Dubečská",14.502828,50.065220
U2781Z2P,"Nádraží Zahradní Město",14.503953,50.061710
U889Z2P,"Zahradní Město",14.505978,50.060566
U670Z2P,"Sídliště Zahradní Město",14.513263,50.056717
U596Z2P,"Obchodní centrum Hostivař",14.518919,50.053871
U403Z2P,"Na Groši",14.523770,50.052906
U472Z2P,"Hostivařská",14.530380,50.052670
U453Z4P,"Nádraží Hostivař",14.537439,50.053242
U1121Z1P,"Zvonařka",14.434173,50.070686
U362Z4P,"Královka",14.379989,50.084854
U362Z3P,"Královka",14.380744,50.084896
U140Z3P,"Hládkov",14.387568,50.088699
U1121Z2P,"Zvonařka",14.434822,50.071148
U864Z3P,"Vozovna Kobylisy",14.453643,50.132793
U140Z2P,"Park Maxe van der Stoela",14.385859,50.090084
U31Z4P,"Bílá Hora",14.323382,50.075798
U31Z3P,"Bílá Hora",14.322862,50.075565
U140Z1P,"Park Maxe van der Stoela",14.385545,50.090679
